Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
54343,445,0,0,drop,70,70,0,1,0,1,0
54706,445,0,0,drop,66,66,0,1,0,1,0
39540,37965,0,0,deny,66,66,0,1,0,1,0
59285,445,0,0,drop,70,70,0,1,0,1,0
56173,37807,0,0,deny,62,62,0,1,0,1,0
54702,445,0,0,drop,66,66,0,1,0,1,0
49982,37965,0,0,deny,66,66,0,1,0,1,0
53406,50584,0,0,deny,62,62,0,1,0,1,0
54701,445,0,0,drop,66,66,0,1,0,1,0
54700,445,0,0,drop,66,66,0,1,0,1,0
49716,5900,0,0,deny,60,60,0,1,0,1,0
30179,57470,0,0,deny,60,60,0,1,0,1,0
54334,445,0,0,drop,70,70,0,1,0,1,0
54335,445,0,0,drop,70,70,0,1,0,1,0
43194,32480,0,0,deny,145,145,0,1,0,1,0
54698,445,0,0,drop,66,66,0,1,0,1,0
54332,445,0,0,drop,70,70,0,1,0,1,0
54331,445,0,0,drop,70,70,0,1,0,1,0
54327,445,0,0,drop,70,70,0,1,0,1,0
58264,44847,0,0,deny,66,66,0,1,0,1,0
59277,445,0,0,drop,70,70,0,1,0,1,0
59273,445,0,0,drop,70,70,0,1,0,1,0
59270,445,0,0,drop,70,70,0,1,0,1,0
52361,23718,0,0,deny,66,66,0,1,0,1,0
54321,445,0,0,drop,70,70,0,1,0,1,0
54687,445,0,0,drop,66,66,0,1,0,1,0
12221,81,0,0,deny,60,60,0,1,0,1,0
43916,21,0,0,deny,60,60,0,1,0,1,0
64339,18375,0,0,deny,62,62,0,1,0,1,0
54314,445,0,0,drop,70,70,0,1,0,1,0
54679,445,0,0,drop,66,66,0,1,0,1,0
54312,445,0,0,drop,70,70,0,1,0,1,0
51051,22,51051,22,deny,327,140,187,4,0,2,2
59257,445,0,0,drop,70,70,0,1,0,1,0
34936,30188,0,0,deny,66,66,0,1,0,1,0
3559,30188,0,0,deny,66,66,0,1,0,1,0
18246,64097,0,0,deny,66,66,0,1,0,1,0
7992,64147,0,0,deny,62,62,0,1,0,1,0
55921,43890,0,0,deny,66,66,0,1,0,1,0
52217,22114,0,0,deny,62,62,0,1,0,1,0
59790,44847,0,0,deny,62,62,0,1,0,1,0
54676,445,0,0,drop,66,66,0,1,0,1,0
54308,445,0,0,drop,70,70,0,1,0,1,0
54306,445,0,0,drop,70,70,0,1,0,1,0
23089,48817,0,0,deny,62,62,0,1,0,1,0
54670,445,0,0,drop,66,66,0,1,0,1,0
41298,51050,0,0,deny,62,62,0,1,0,1,0
33822,57470,0,0,deny,66,66,0,1,0,1,0
54666,445,0,0,drop,66,66,0,1,0,1,0
54302,445,0,0,drop,70,70,0,1,0,1,0
63542,15503,0,0,deny,62,62,0,1,0,1,0
54301,445,0,0,drop,70,70,0,1,0,1,0
57131,35776,0,0,deny,145,145,0,1,0,1,0
63092,46776,0,0,deny,78,78,0,1,0,1,0
63772,35440,0,0,deny,62,62,0,1,0,1,0
64877,37450,0,0,deny,62,62,0,1,0,1,0
58721,51505,0,0,deny,66,66,0,1,0,1,0
53774,51505,0,0,deny,66,66,0,1,0,1,0
49255,44847,0,0,deny,66,66,0,1,0,1,0
59248,445,0,0,drop,70,70,0,1,0,1,0
59246,445,0,0,drop,70,70,0,1,0,1,0
59245,445,0,0,drop,70,70,0,1,0,1,0
54651,445,0,0,drop,66,66,0,1,0,1,0
54647,445,0,0,drop,66,66,0,1,0,1,0
54652,445,0,0,drop,66,66,0,1,0,1,0
54648,445,0,0,drop,66,66,0,1,0,1,0
54649,445,0,0,drop,66,66,0,1,0,1,0
54653,445,0,0,drop,66,66,0,1,0,1,0
54650,445,0,0,drop,66,66,0,1,0,1,0
54654,445,0,0,drop,66,66,0,1,0,1,0
10639,11392,0,0,deny,62,62,0,1,0,1,0
54296,445,0,0,drop,70,70,0,1,0,1,0
49805,64147,0,0,deny,62,62,0,1,0,1,0
53178,26467,0,0,deny,62,62,0,1,0,1,0
33362,50584,0,0,deny,146,146,0,1,0,1,0
0,0,0,0,allow,244,244,0,2,0,2,0
0,0,0,0,allow,156,156,0,2,0,2,0
52643,36237,0,0,deny,66,66,0,1,0,1,0
63456,37965,0,0,deny,62,62,0,1,0,1,0
59232,445,0,0,drop,70,70,0,1,0,1,0
59229,445,0,0,drop,70,70,0,1,0,1,0
59230,445,0,0,drop,70,70,0,1,0,1,0
61838,37965,0,0,deny,66,66,0,1,0,1,0
54196,11392,0,0,deny,66,66,0,1,0,1,0
54632,445,0,0,drop,66,66,0,1,0,1,0
54633,445,0,0,drop,66,66,0,1,0,1,0
54631,445,0,0,drop,66,66,0,1,0,1,0
36080,26467,0,0,deny,62,62,0,1,0,1,0
54283,445,0,0,drop,70,70,0,1,0,1,0
59227,445,0,0,drop,70,70,0,1,0,1,0
80,37649,0,0,deny,60,60,0,1,0,1,0
52696,21247,0,0,deny,66,66,0,1,0,1,0
41346,30188,0,0,deny,62,62,0,1,0,1,0
57632,7302,0,0,deny,146,146,0,1,0,1,0
54280,445,0,0,drop,70,70,0,1,0,1,0
59225,445,0,0,drop,70,70,0,1,0,1,0
59220,445,0,0,drop,70,70,0,1,0,1,0
59216,445,0,0,drop,70,70,0,1,0,1,0
59214,445,0,0,drop,70,70,0,1,0,1,0
6666,44818,0,0,deny,60,60,0,1,0,1,0
59563,56205,0,0,deny,66,66,0,1,0,1,0
30578,55783,0,0,deny,145,145,0,1,0,1,0
1511,3389,0,0,deny,60,60,0,1,0,1,0
22904,56205,0,0,deny,62,62,0,1,0,1,0
54276,445,0,0,drop,70,70,0,1,0,1,0
54274,445,0,0,drop,70,70,0,1,0,1,0
62549,53733,0,0,deny,66,66,0,1,0,1,0
54272,445,0,0,drop,70,70,0,1,0,1,0
1033,35440,0,0,deny,146,146,0,1,0,1,0
30114,65151,0,0,deny,60,60,0,1,0,1,0
10151,1042,12380,1042,allow,490,149,341,2,1200,1,1
41027,80,41027,80,allow,18224,2763,15461,29,126,14,15
41030,80,41030,80,allow,80261,4766,75495,91,126,35,56
27005,27015,43696,27015,allow,876,126,750,2,30,1,1
49289,443,60908,443,allow,3890599,46254,3844345,3173,116,609,2564
60312,80,47441,80,allow,2390,532,1858,11,75,6,5
49535,80,31379,80,allow,1548,847,701,10,16,5,5
50767,80,50767,80,allow,30767,854,29913,38,15,13,25
53016,80,53016,80,allow,265868,5026,260842,277,24,75,202
37981,80,45214,80,allow,1572,755,817,11,15,6,5
56002,53,0,0,allow,213,88,125,2,30,1,1
23916,53,23916,53,allow,224,88,136,2,30,1,1
39932,443,25651,443,allow,8309,4385,3924,26,121,12,14
33006,80,33006,80,allow,6582,886,5696,15,16,7,8
65239,53,65239,53,allow,231,90,141,2,30,1,1
3181,53,3181,53,allow,214,97,117,2,30,1,1
58611,53,0,0,allow,172,78,94,2,30,1,1
57700,53,0,0,allow,300,90,210,2,30,1,1
49233,8080,49233,8080,allow,2602,846,1756,13,136,7,6
49023,5223,36604,5223,allow,139,139,0,1,5,1,0
49536,80,12566,80,allow,4544,3602,942,15,15,8,7
44912,443,31289,443,allow,414,140,274,7,26,3,4
57674,53,0,0,allow,195,79,116,2,30,1,1
64172,53,0,0,allow,174,79,95,2,30,1,1
13699,53,13699,53,allow,194,87,107,2,30,1,1
58217,53,0,0,allow,266,85,181,2,30,1,1
57240,53,0,0,allow,230,87,143,2,30,1,1
58120,53,58120,53,allow,825,99,726,2,30,1,1
51091,53,51091,53,allow,243,96,147,2,30,1,1
55866,53,45530,53,allow,732,89,643,2,30,1,1
52763,53,0,0,allow,296,87,209,2,30,1,1
30960,45703,22089,45703,allow,330,330,0,6,3609,6,0
41029,80,41029,80,allow,12386,2651,9735,24,126,12,12
45336,443,30419,443,allow,2312,1382,930,19,28,11,8
43969,7000,43969,7000,allow,3370,1595,1775,16,15,9,7
51969,80,41756,80,allow,7304882,206543,7098339,7398,37,2677,4721
54908,53,0,0,allow,174,79,95,2,30,1,1
63799,13835,56478,13835,allow,66,66,0,1,5,1,0
44395,443,50721,443,allow,18921,10848,8073,49,401,20,29
42040,5228,65521,5228,allow,3467,1977,1490,29,3742,14,15
48786,80,30638,80,allow,1834,1520,314,14,15,9,5
59468,80,3821,80,allow,1594,1280,314,10,15,5,5
45337,443,2595,443,allow,2312,1382,930,19,24,11,8
23333,53,23333,53,allow,215,80,135,2,33,1,1
56077,80,50993,80,allow,5302,704,4598,14,18,8,6
49225,8080,49225,8080,allow,43790,20134,23656,73,400,45,28
51972,80,28549,80,allow,7001170,112187,6888983,6101,29,1546,4555
63797,47784,45642,47784,allow,66,66,0,1,5,1,0
49845,53,0,0,allow,206,83,123,2,30,1,1
61452,53,0,0,allow,223,89,134,2,30,1,1
49235,8080,49235,8080,allow,2600,844,1756,13,136,7,6
25251,53,25251,53,allow,231,90,141,2,30,1,1
42008,53,0,0,allow,82,82,0,1,30,1,0
42891,53,42891,53,allow,224,88,136,2,30,1,1
59891,53,0,0,allow,248,75,173,2,30,1,1
1955,53,1955,53,allow,216,89,127,2,30,1,1
27005,27017,10381,27017,allow,600,126,474,2,30,1,1
22633,53,0,0,allow,300,90,210,2,30,1,1
52033,443,12817,443,allow,9609,3239,6370,25,143,12,13
41032,80,41032,80,allow,11428,2250,9178,22,126,11,11
59208,445,0,0,drop,70,70,0,1,0,1,0
59207,445,0,0,drop,70,70,0,1,0,1,0
59203,445,0,0,drop,70,70,0,1,0,1,0
28229,51505,0,0,deny,146,146,0,1,0,1,0
59845,44847,0,0,deny,66,66,0,1,0,1,0
24174,57470,0,0,deny,62,62,0,1,0,1,0
17453,35440,0,0,deny,66,66,0,1,0,1,0
55539,57470,0,0,deny,66,66,0,1,0,1,0
80,53945,0,0,deny,60,60,0,1,0,1,0
54265,445,0,0,drop,70,70,0,1,0,1,0
54263,445,0,0,drop,70,70,0,1,0,1,0
2541,51505,0,0,deny,66,66,0,1,0,1,0
61415,443,64279,443,allow,6143,1796,4347,21,21,11,10
38028,443,50090,443,allow,8805,1300,7505,23,30,12,11
64378,53,28947,53,allow,273,94,179,2,30,1,1
41901,443,21025,443,allow,5586,1404,4182,17,212,10,7
57304,443,45886,443,allow,134,60,74,3,5,2,1
48706,23393,0,0,deny,60,60,0,1,0,1,0
54612,445,0,0,drop,66,66,0,1,0,1,0
46679,64147,0,0,deny,62,62,0,1,0,1,0
54262,445,0,0,drop,70,70,0,1,0,1,0
59200,445,0,0,drop,70,70,0,1,0,1,0
59198,445,0,0,drop,70,70,0,1,0,1,0
54261,445,0,0,drop,70,70,0,1,0,1,0
54260,445,0,0,drop,70,70,0,1,0,1,0
28498,36237,0,0,deny,146,146,0,1,0,1,0
54254,445,0,0,drop,70,70,0,1,0,1,0
54256,445,0,0,drop,70,70,0,1,0,1,0
48706,23393,0,0,deny,60,60,0,1,0,1,0
49177,54532,0,0,deny,60,60,0,1,0,1,0
51558,37965,0,0,deny,72,72,0,1,0,1,0
56906,50584,0,0,deny,146,146,0,1,0,1,0
54605,445,0,0,drop,66,66,0,1,0,1,0
54242,445,0,0,drop,70,70,0,1,0,1,0
54241,445,0,0,deny,70,70,0,1,0,1,0
54235,445,0,0,drop,70,70,0,1,0,1,0
54232,445,0,0,drop,70,70,0,1,0,1,0
54231,445,0,0,drop,70,70,0,1,0,1,0
54602,445,0,0,drop,66,66,0,1,0,1,0
65115,50584,0,0,deny,62,62,0,1,0,1,0
59186,445,0,0,drop,70,70,0,1,0,1,0
2394,43890,0,0,deny,62,62,0,1,0,1,0
22683,39210,0,0,deny,60,60,0,1,0,1,0
443,56858,0,0,deny,85,85,0,1,0,1,0
52643,15941,0,0,deny,66,66,0,1,0,1,0
59181,445,0,0,drop,70,70,0,1,0,1,0
59180,445,0,0,drop,70,70,0,1,0,1,0
59177,445,0,0,drop,70,70,0,1,0,1,0
21145,11392,0,0,deny,146,146,0,1,0,1,0
54600,445,0,0,drop,66,66,0,1,0,1,0
49479,56205,0,0,deny,66,66,0,1,0,1,0
34134,30188,0,0,deny,62,62,0,1,0,1,0
50280,57470,0,0,deny,78,78,0,1,0,1,0
64835,53,44115,53,allow,371,126,245,2,30,1,1
39228,53,7632,53,allow,199,94,105,2,30,1,1
45218,443,18311,443,allow,16297,12965,3332,54,193,30,24
53013,80,53013,80,allow,258732,4788,253944,268,25,71,197
3440,7000,3440,7000,allow,3127,676,2451,15,19,7,8
63798,16357,31313,16357,allow,70,70,0,1,4,1,0
49533,80,42327,80,allow,8220,849,7371,13,28,5,8
63795,52376,52814,52376,allow,70,70,0,1,4,1,0
36788,443,36788,443,allow,4555,1648,2907,19,29,11,8
40236,443,44776,443,allow,4945,1401,3544,21,25,11,10
51522,443,24413,443,allow,8517,2719,5798,24,360,12,12
55684,53,0,0,allow,219,86,133,2,29,1,1
52837,53,0,0,allow,86,86,0,1,29,1,0
35187,443,44307,443,allow,27553,21226,6327,57,216,31,26
50211,53,50211,53,allow,217,90,127,2,29,1,1
50491,53,0,0,allow,183,86,97,2,29,1,1
56969,53,53086,53,allow,196,94,102,2,29,1,1
14237,53,14237,53,allow,245,98,147,2,29,1,1
65191,53,21889,53,allow,196,94,102,2,29,1,1
58126,443,22478,443,allow,3179,954,2225,10,120,5,5
57426,66,63838,66,allow,70,70,0,1,5,1,0
56804,33375,57101,33375,allow,70,70,0,1,5,1,0
49710,53,2087,53,allow,179,94,85,2,30,1,1
27005,27019,52593,27019,allow,1007,252,755,4,32,3,1
51433,443,11382,443,allow,194,70,124,3,11,1,2
49234,8080,49234,8080,allow,2604,848,1756,13,136,7,6
5588,5588,0,0,allow,3354,1792,1562,46,192,23,23
59752,443,56734,443,allow,2233,1237,996,18,75,9,9
56592,53,8567,53,allow,262,94,168,2,30,1,1
52189,443,26207,443,allow,4688,3009,1679,33,80,17,16
54136,80,22556,80,allow,25148,5233,19915,39,71,21,18
34535,443,2952,443,allow,74325,3719,70606,98,200,44,54
49416,443,60402,443,allow,625995,31468,594527,722,199,256,466
49710,53,37323,53,allow,179,94,85,2,30,1,1
50265,43974,25412,43974,allow,132,132,0,3,1200,3,0
52763,53,0,0,allow,641,87,554,2,30,1,1
53310,443,4749,443,allow,2253,1403,850,15,121,9,6
56818,45179,49960,45179,allow,70,70,0,1,5,1,0
61421,443,24287,443,allow,7206,1897,5309,20,21,11,9
52071,443,56996,443,allow,8232,3997,4235,21,16,11,10
49562,53,45656,53,allow,380,90,290,4,48,2,2
60756,40010,4489,40010,allow,316,136,180,6,6,3,3
42776,443,39063,443,allow,4353,687,3666,14,25,8,6
37082,443,41934,443,allow,2419,1461,958,18,170,10,8
56235,53,15523,53,allow,199,94,105,2,30,1,1
27005,27222,42780,27222,allow,890,126,764,2,30,1,1
65200,53,35834,53,allow,290,102,188,2,30,1,1
41031,80,41031,80,allow,2791,1259,1532,13,125,7,6
58830,28678,13686,28678,allow,1806,1806,0,22,224,22,0
60240,443,63324,443,allow,4310,2523,1787,42,120,24,18
53318,80,64678,80,allow,1536,982,554,10,76,6,4
54246,80,56298,80,allow,506,292,214,8,16,5,3
56622,80,24066,80,allow,234,234,0,4,12,4,0
60411,58131,27448,58131,allow,70,70,0,1,5,1,0
53716,443,15837,443,allow,70,70,0,1,5,1,0
39059,443,37868,443,allow,3221,1299,1922,15,19,9,6
42777,443,6253,443,allow,4353,687,3666,14,25,8,6
50827,443,28235,443,allow,166814,93487,73327,620,4017,312,308
49493,443,39689,443,allow,9692,6055,3637,21,30,11,10
43776,7000,43776,7000,allow,3174,1617,1557,17,18,9,8
50121,443,39430,443,allow,29425,9485,19940,54,35,27,27
53120,49860,25192,49860,allow,70,70,0,1,5,1,0
58346,443,42517,443,allow,5571,1518,4053,22,614,13,9
49434,53,30404,53,allow,326,134,192,2,30,1,1
65009,53,56985,53,allow,737,94,643,2,30,1,1
51789,443,60352,443,allow,6218,4326,1892,31,124,17,14
27005,27017,61483,27017,allow,878,126,752,2,30,1,1
27005,27333,2413,27333,allow,890,126,764,2,30,1,1
52734,443,39307,443,allow,257777,12962,244815,347,41,162,185
27005,27015,17359,27015,allow,878,126,752,2,30,1,1
60412,12965,9031,12965,allow,70,70,0,1,5,1,0
51432,443,60618,443,allow,194,70,124,3,11,1,2
60013,443,65408,443,allow,145369,7769,137600,224,21,106,118
55368,443,50740,443,allow,8551,2955,5596,28,423,15,13
53319,443,19200,443,allow,2246,1396,850,15,117,9,6
50567,443,27568,443,allow,198,120,78,4,15,3,1
49881,53,28793,53,allow,395,102,293,2,30,1,1
50265,2710,57990,2710,allow,320,320,0,6,1200,6,0
57470,17984,5691,17984,allow,402,132,270,6,1209,3,3
35844,443,58126,443,allow,5196,1875,3321,45,5922,12,33
60384,443,3369,443,allow,4315,928,3387,16,15,10,6
32777,443,20717,443,allow,8080,2049,6031,23,255,12,11
55624,80,8124,80,allow,70,70,0,2,8,2,0
51447,443,8869,443,allow,202,70,132,3,11,1,2
52729,443,62575,443,allow,9026,3447,5579,50,45,26,24
50122,443,3201,443,allow,15217,5689,9528,52,35,27,25
50705,21,33829,21,allow,2222,983,1239,27,18,13,14
49849,53,48086,53,allow,325,126,199,2,30,1,1
53707,53,63109,53,allow,86,86,0,1,30,1,0
63990,53,19922,53,allow,270,94,176,2,30,1,1
45743,8765,60687,8765,allow,336,150,186,6,89,3,3
27005,27111,57650,27111,allow,893,126,767,2,30,1,1
27005,27015,50781,27015,allow,881,126,755,2,30,1,1
49266,443,52610,443,allow,183,70,113,2,120,1,1
37965,63402,11159,63402,allow,2118,858,1260,28,1283,14,14
59157,443,21885,443,allow,7139,3570,3569,22,166,11,11
57470,52217,58146,52217,allow,1969,730,1239,19,1199,10,9
52741,443,63085,443,allow,85011,4398,80613,113,26,52,61
53981,53,31166,53,allow,199,94,105,2,31,1,1
40967,443,61086,443,allow,1786,172,1614,7,121,3,4
52745,443,60430,443,allow,19919,2270,17649,38,26,21,17
52743,443,59107,443,allow,1547,960,587,14,26,8,6
52742,443,24275,443,allow,69884,4367,65517,96,26,44,52
52098,5228,3628,5228,allow,3117,1602,1515,31,66,16,15
56652,80,44398,80,allow,9012,4718,4294,43,81,21,22
53201,443,8091,443,allow,3907,2251,1656,16,321,8,8
59329,53,2601,53,allow,199,94,105,2,30,1,1
43531,53,58732,53,allow,199,94,105,2,30,1,1
4269,26672,0,0,deny,60,60,0,1,0,1,0
35722,30188,0,0,deny,146,146,0,1,0,1,0
51525,35440,0,0,deny,66,66,0,1,0,1,0
59174,445,0,0,drop,70,70,0,1,0,1,0
45941,23386,0,0,deny,60,60,0,1,0,1,0
61223,37965,0,0,deny,66,66,0,1,0,1,0
57676,64147,0,0,deny,70,70,0,1,0,1,0
3436,46783,0,0,deny,145,145,0,1,0,1,0
45941,23386,0,0,deny,60,60,0,1,0,1,0
1866,51505,0,0,deny,62,62,0,1,0,1,0
54220,445,0,0,drop,70,70,0,1,0,1,0
59170,445,0,0,drop,70,70,0,1,0,1,0
59168,445,0,0,drop,70,70,0,1,0,1,0
59166,445,0,0,drop,70,70,0,1,0,1,0
54593,445,0,0,drop,66,66,0,1,0,1,0
30179,57470,0,0,deny,60,60,0,1,0,1,0
54587,445,0,0,drop,66,66,0,1,0,1,0
54588,445,0,0,drop,66,66,0,1,0,1,0
54586,445,0,0,drop,66,66,0,1,0,1,0
13985,34159,0,0,deny,66,66,0,1,0,1,0
54583,445,0,0,drop,66,66,0,1,0,1,0
54582,445,0,0,drop,66,66,0,1,0,1,0
54580,445,0,0,drop,66,66,0,1,0,1,0
50369,50584,0,0,deny,62,62,0,1,0,1,0
59430,50584,0,0,deny,66,66,0,1,0,1,0
54216,445,0,0,deny,70,70,0,1,0,1,0
59164,445,0,0,drop,70,70,0,1,0,1,0
59162,445,0,0,drop,70,70,0,1,0,1,0
59159,445,0,0,drop,70,70,0,1,0,1,0
57289,31573,0,0,deny,62,62,0,1,0,1,0
54577,445,0,0,drop,66,66,0,1,0,1,0
51909,6881,0,0,deny,62,62,0,1,0,1,0
59157,445,0,0,drop,70,70,0,1,0,1,0
54575,445,0,0,drop,66,66,0,1,0,1,0
54205,445,0,0,drop,70,70,0,1,0,1,0
54206,445,0,0,drop,70,70,0,1,0,1,0
54204,445,0,0,drop,70,70,0,1,0,1,0
54201,445,0,0,drop,70,70,0,1,0,1,0
54573,445,0,0,drop,66,66,0,1,0,1,0
54572,445,0,0,drop,66,66,0,1,0,1,0
54200,445,0,0,drop,70,70,0,1,0,1,0
50360,35440,0,0,deny,62,62,0,1,0,1,0
54570,445,0,0,drop,66,66,0,1,0,1,0
14070,62413,0,0,deny,62,62,0,1,0,1,0
28221,37965,0,0,deny,62,62,0,1,0,1,0
25304,64147,0,0,deny,146,146,0,1,0,1,0
59149,445,0,0,drop,70,70,0,1,0,1,0
59146,445,0,0,drop,70,70,0,1,0,1,0
55898,443,55898,443,deny,1850,431,1419,5,0,3,2
59139,445,0,0,drop,70,70,0,1,0,1,0
45673,30188,0,0,deny,62,62,0,1,0,1,0
54194,445,0,0,drop,70,70,0,1,0,1,0
21534,42246,0,0,deny,66,66,0,1,0,1,0
54559,445,0,0,drop,66,66,0,1,0,1,0
54186,445,0,0,drop,70,70,0,1,0,1,0
42332,22114,0,0,deny,66,66,0,1,0,1,0
54183,445,0,0,drop,70,70,0,1,0,1,0
54551,445,0,0,drop,66,66,0,1,0,1,0
59129,445,0,0,drop,70,70,0,1,0,1,0
49485,11392,0,0,deny,62,62,0,1,0,1,0
61323,23117,0,0,deny,62,62,0,1,0,1,0
54180,445,0,0,drop,70,70,0,1,0,1,0
45941,23388,0,0,deny,60,60,0,1,0,1,0
54178,445,0,0,drop,70,70,0,1,0,1,0
54549,445,0,0,drop,66,66,0,1,0,1,0
63092,46776,0,0,deny,78,78,0,1,0,1,0
55396,26467,0,0,deny,62,62,0,1,0,1,0
54174,445,0,0,drop,70,70,0,1,0,1,0
54540,445,0,0,drop,66,66,0,1,0,1,0
54539,445,0,0,drop,66,66,0,1,0,1,0
64880,9694,0,0,deny,66,66,0,1,0,1,0
28345,11392,0,0,deny,62,62,0,1,0,1,0
54173,445,0,0,drop,70,70,0,1,0,1,0
13441,57470,0,0,deny,62,62,0,1,0,1,0
57410,37965,0,0,deny,66,66,0,1,0,1,0
20108,64147,0,0,deny,66,66,0,1,0,1,0
54168,445,0,0,drop,70,70,0,1,0,1,0
59122,445,0,0,drop,70,70,0,1,0,1,0
59118,445,0,0,drop,70,70,0,1,0,1,0
59117,445,0,0,drop,70,70,0,1,0,1,0
3911,50584,0,0,deny,62,62,0,1,0,1,0
54518,445,0,0,drop,66,66,0,1,0,1,0
54520,445,0,0,drop,66,66,0,1,0,1,0
54524,445,0,0,drop,66,66,0,1,0,1,0
54521,445,0,0,drop,66,66,0,1,0,1,0
54526,445,0,0,drop,66,66,0,1,0,1,0
54525,445,0,0,drop,66,66,0,1,0,1,0
54523,445,0,0,drop,66,66,0,1,0,1,0
54519,445,0,0,drop,66,66,0,1,0,1,0
57431,15503,0,0,deny,62,62,0,1,0,1,0
56440,56205,0,0,deny,62,62,0,1,0,1,0
42798,26467,0,0,deny,62,62,0,1,0,1,0
60423,35440,0,0,deny,146,146,0,1,0,1,0
60152,26467,0,0,deny,62,62,0,1,0,1,0
31978,57470,0,0,deny,60,60,0,1,0,1,0
22714,30188,0,0,deny,62,62,0,1,0,1,0
80,9918,0,0,deny,60,60,0,1,0,1,0
46495,4607,0,0,deny,60,60,0,1,0,1,0
19875,30170,0,0,deny,145,145,0,1,0,1,0
59112,445,0,0,drop,70,70,0,1,0,1,0
59109,445,0,0,drop,70,70,0,1,0,1,0
59101,445,0,0,drop,70,70,0,1,0,1,0
54155,445,0,0,drop,70,70,0,1,0,1,0
54505,445,0,0,drop,66,66,0,1,0,1,0
54504,445,0,0,drop,66,66,0,1,0,1,0
54503,445,0,0,drop,66,66,0,1,0,1,0
57545,35440,0,0,deny,66,66,0,1,0,1,0
54152,445,0,0,drop,70,70,0,1,0,1,0
59100,445,0,0,drop,70,70,0,1,0,1,0
9106,53,9106,53,allow,227,89,138,2,30,1,1
52052,80,64577,80,allow,2188,593,1595,11,16,5,6
45184,80,27181,80,allow,1718,1404,314,11,15,6,5
27005,27015,57619,27015,allow,902,126,776,2,30,1,1
48753,80,48753,80,allow,19937,2162,17775,36,24,19,17
52737,443,14623,443,allow,32774,3629,29145,52,26,27,25
51803,33973,32167,33973,allow,66,66,0,1,5,1,0
41543,443,55490,443,allow,234,234,0,4,12,4,0
53616,44166,57712,44166,allow,70,70,0,1,5,1,0
55196,443,1122,443,allow,13568,2119,11449,35,316,17,18
37183,443,43656,443,allow,9631,4184,5447,33,271,17,16
56590,53,0,0,allow,82,82,0,1,30,1,0
2939,53,2939,53,allow,200,90,110,2,30,1,1
18105,53,18105,53,allow,216,98,118,2,30,1,1
52740,443,65500,443,allow,168753,7954,160799,212,26,95,117
46232,53,46232,53,allow,194,87,107,2,30,1,1
35185,3389,35185,3389,allow,3424,1710,1714,16,33,8,8
52886,443,7611,443,allow,26307,17595,8712,52,498,29,23
53536,443,47086,443,allow,7901,3483,4418,24,30,13,11
58771,443,59212,443,allow,5750,1163,4587,25,258,13,12
52738,443,34014,443,allow,56339,3530,52809,79,26,39,40
51818,43942,37942,43942,allow,258,70,188,4,8,2,2
53615,867,2680,867,allow,70,70,0,1,5,1,0
45632,443,51632,443,allow,55844,3452,52392,85,255,38,47
52480,443,40106,443,allow,7103,2432,4671,18,76,10,8
30960,45701,51481,45701,allow,330,330,0,6,3609,6,0
34417,53,11898,53,allow,168,78,90,2,30,1,1
40296,80,40296,80,allow,1032410,43358,989052,1356,72,591,765
40907,443,19035,443,allow,7183,1824,5359,27,316,14,13
52064,80,49794,80,allow,2125,709,1416,11,16,5,6
58115,53,48692,53,allow,578,286,292,9,15,5,4
35156,8635,35156,8635,allow,138,78,60,2,5,1,1
63807,38976,18542,38976,allow,66,66,0,2,8,2,0
42731,443,42301,443,allow,6131,1399,4732,20,983,10,10
49290,443,44950,443,allow,4783,2366,2417,16,203,8,8
51548,80,33223,80,allow,1654,1340,314,11,15,6,5
63809,45193,55784,45193,allow,66,66,0,2,8,2,0
50393,8080,50393,8080,allow,378,180,198,7,31,4,3
52476,443,35367,443,allow,7787,3056,4731,19,87,10,9
52739,443,43890,443,allow,25048,2850,22198,45,26,23,22
52963,80,22153,80,allow,1600,581,1019,10,15,6,4
55276,80,42794,80,allow,1594,1280,314,10,15,5,5
45335,443,8948,443,allow,2814,1454,1360,23,28,12,11
49528,443,34727,443,allow,5968,985,4983,17,28,8,9
27005,27013,37862,27013,allow,869,126,743,2,30,1,1
30906,53,30906,53,allow,227,89,138,2,30,1,1
7539,53,7539,53,allow,194,87,107,2,30,1,1
35311,443,37900,443,allow,6584,1945,4639,14,120,7,7
56987,443,32142,443,allow,3800,1324,2476,14,136,7,7
52773,443,22036,443,allow,19594,11977,7617,48,100,25,23
59097,445,0,0,drop,70,70,0,1,0,1,0
53833,26467,0,0,deny,66,66,0,1,0,1,0
14694,443,0,0,deny,60,60,0,1,0,1,0
59093,445,0,0,drop,70,70,0,1,0,1,0
59091,445,0,0,drop,70,70,0,1,0,1,0
59089,445,0,0,drop,70,70,0,1,0,1,0
46576,23718,0,0,deny,66,66,0,1,0,1,0
53168,44847,0,0,deny,146,146,0,1,0,1,0
9605,57470,0,0,deny,62,62,0,1,0,1,0
11133,51505,0,0,deny,66,66,0,1,0,1,0
54148,445,0,0,drop,70,70,0,1,0,1,0
53650,64147,0,0,deny,62,62,0,1,0,1,0
58343,23718,0,0,deny,66,66,0,1,0,1,0
54146,445,0,0,drop,70,70,0,1,0,1,0
45964,2666,0,0,deny,60,60,0,1,0,1,0
58564,50432,0,0,deny,66,66,0,1,0,1,0
